brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
Fisker,Ronin,2025,Premium,67039.1,75.0,271.0,92.9,7.99,127.0,473.0,448.0,AWD,7,Coupe,30.8,1735.0,5,1,US,Premium,2336,3.5,5
Mercedes,EQG,2024,Base,72880.75,63.7,235.0,106.4,7.57,133.0,273.0,269.0,RWD,5,Truck,69.4,2466.0,4,1,Germany,Premium,46123,3.85,5
Ford,E-Transit,2024,Premium,81884.76,79.5,280.0,54.3,7.91,134.0,950.0,893.0,AWD,5,Hatchback,22.8,1998.0,3,1,US,Premium,49332,3.58,4
BYD,Dolphin,2024,Base,27229.19,64.8,227.0,133.2,7.27,144.0,326.0,301.0,FWD,5,Hatchback,28.0,1522.0,5,0,China,Budget,118103,3.49,4
Tesla,Cybertruck,2022,Performance,39719.77,75.3,297.0,204.3,3.65,200.0,277.0,273.0,AWD,5,Truck,70.2,2610.0,5,2,US,Mid-range,220959,4.0,5
BMW,i4,2024,Long Range,83737.7,90.9,331.0,92.1,5.78,166.0,611.0,530.0,FWD,5,Sedan,22.8,1527.0,4,2,Germany,Premium,68789,3.44,6
Rivian,R2,2025,Performance,104305.19,112.7,429.0,159.1,3.37,200.0,1000.0,875.0,FWD,7,Hatchback,29.3,1500.0,4,1,US,Luxury,26219,4.08,6
Kia,EV6,2025,Performance,107335.21,101.2,372.0,208.4,3.71,187.0,1000.0,911.0,AWD,5,Truck,63.5,2775.0,5,0,South Korea,Luxury,56222,3.63,5
Kia,Picanto EV,2026,Long Range,38689.25,93.0,330.0,69.7,5.24,173.0,322.0,295.0,FWD,7,SUV,67.4,1906.0,3,1,South Korea,Mid-range,112175,3.57,4
BYD,Dolphin,2025,Standard,45068.52,56.6,195.0,112.5,5.42,162.0,472.0,438.0,RWD,5,Sedan,18.0,1566.0,5,0,China,Mid-range,196546,3.22,5
Ford,E-Transit,2023,Standard,38404.42,49.1,193.0,124.0,6.99,148.0,300.0,298.0,FWD,5,Truck,79.1,3000.0,3,1,US,Mid-range,49683,3.43,4
Tesla,Model S,2025,Standard,47711.51,47.2,173.0,321.6,5.99,154.0,308.0,261.0,FWD,5,Sedan,26.8,1500.0,4,2,US,Mid-range,180408,3.58,5
BYD,Dolphin,2023,Long Range,77360.56,106.1,386.0,136.6,4.88,176.0,878.0,785.0,RWD,7,Truck,52.9,2502.0,5,1,China,Premium,154361,3.89,4
Volkswagen,ID. Buzz,2024,Base,65767.18,48.6,159.0,110.2,7.4,137.0,635.0,584.0,FWD,7,Van,66.8,1591.0,5,0,Germany,Premium,214102,3.4,5
Hyundai,Ioniq 6,2025,Premium,72308.96,49.7,167.0,107.3,6.71,150.0,906.0,841.0,AWD,5,Van,64.1,1602.0,3,0,South Korea,Premium,143294,3.17,4
BYD,Leaf 50X,2021,Performance,86937.42,114.7,426.0,245.8,4.0,200.0,961.0,894.0,FWD,7,Sedan,35.9,1500.0,5,1,China,Premium,145646,4.13,4
Tesla,Model 3,2026,Standard,127646.69,65.6,239.0,238.5,6.59,154.0,936.0,844.0,FWD,7,SUV,57.6,2416.0,4,2,US,Luxury,120535,3.74,4
Kia,Sportage EV,2025,Long Range,37973.05,76.2,263.0,50.6,4.99,172.0,328.0,234.0,RWD,5,SUV,40.5,2061.0,4,2,South Korea,Mid-range,66783,3.42,4
BYD,Atto 3,2023,Long Range,48954.46,94.7,326.0,56.1,4.75,184.0,512.0,464.0,AWD,5,Van,74.0,1616.0,5,1,China,Mid-range,200483,3.75,4
Kia,EV9,2021,Long Range,60641.55,109.9,404.0,83.4,5.66,168.0,698.0,655.0,AWD,5,SUV,57.2,2142.0,5,2,South Korea,Mid-range,116742,3.9,5
Tesla,Model S,2025,Long Range,89182.57,108.7,358.0,299.9,5.62,158.0,683.0,643.0,FWD,5,Truck,69.3,2123.0,4,2,US,Premium,161378,4.0,6
Hyundai,Ioniq 5,2024,Premium,41142.11,53.2,176.0,90.5,5.85,160.0,367.0,339.0,AWD,5,Hatchback,17.5,1865.0,4,1,South Korea,Mid-range,133250,3.71,4
Hyundai,Ioniq 5,2025,Long Range,49595.48,75.1,260.0,73.9,4.53,187.0,496.0,428.0,RWD,5,Coupe,18.4,1805.0,5,0,South Korea,Mid-range,108288,3.54,4
Tesla,Model S,2025,Base,99045.61,69.9,238.0,316.4,7.86,125.0,716.0,620.0,FWD,5,SUV,60.9,2154.0,4,3,US,Premium,134937,3.58,5
BYD,Leaf 50X,2024,Standard,68838.03,48.9,180.0,88.2,6.45,147.0,757.0,719.0,FWD,7,Coupe,19.4,1666.0,4,0,China,Premium,173863,3.01,5
Tesla,Model 3,2024,Long Range,54793.42,108.6,395.0,265.4,4.22,191.0,350.0,288.0,FWD,5,Hatchback,20.8,1657.0,4,3,US,Mid-range,136524,4.42,6
Tesla,Cybertruck,2025,Premium,160711.64,76.8,290.0,265.0,6.64,153.0,1000.0,885.0,AWD,5,Truck,67.5,2776.0,5,2,US,Luxury,208796,3.95,5
Volvo,C40 Recharge,2026,Long Range,68234.87,75.5,251.0,127.0,5.73,165.0,493.0,456.0,FWD,5,SUV,41.7,2235.0,4,0,Sweden,Premium,22605,3.33,3
BYD,Atto 3,2023,Base,53518.98,71.2,260.0,109.6,6.1,153.0,632.0,516.0,FWD,7,Hatchback,28.5,1500.0,4,2,China,Mid-range,222794,3.15,4
Ford,E-Transit,2025,Standard,43156.03,81.3,293.0,146.7,7.18,139.0,341.0,288.0,FWD,5,Van,65.4,1526.0,4,2,US,Mid-range,34530,3.75,4
BYD,Leaf 50X,2021,Base,44708.41,55.8,204.0,97.6,7.34,146.0,492.0,419.0,RWD,7,Hatchback,18.7,1500.0,4,0,China,Mid-range,132992,3.34,4
BMW,i7,2022,Long Range,115394.15,98.5,343.0,61.0,4.94,167.0,1000.0,863.0,AWD,5,Sedan,18.5,1500.0,5,1,Germany,Luxury,58674,3.4,5
GM/Chevrolet,Bolt EUV,2025,Base,38010.06,62.7,226.0,57.0,7.27,137.0,303.0,283.0,RWD,7,Hatchback,27.0,1852.0,4,2,US,Mid-range,16274,3.18,4
Kia,EV6,2024,Standard,70386.61,70.9,215.0,57.3,5.02,168.0,727.0,681.0,RWD,5,Sedan,38.7,1504.0,4,0,South Korea,Premium,72998,3.35,4
Hyundai,Ioniq,2022,Long Range,67747.05,89.8,333.0,82.6,4.95,173.0,779.0,667.0,AWD,5,Coupe,29.8,1778.0,5,2,South Korea,Premium,100096,3.57,4
Volkswagen,ID.4,2024,Performance,78109.65,110.5,383.0,158.6,2.78,200.0,886.0,783.0,FWD,7,Truck,78.0,2339.0,5,0,Germany,Premium,260956,3.68,4
BYD,Max,2025,Base,23230.02,80.6,262.0,77.9,6.83,151.0,173.0,200.0,AWD,5,Van,71.2,1500.0,5,0,China,Budget,183226,3.75,4
Rivian,R1S,2026,Standard,87078.44,72.1,262.0,114.3,6.22,150.0,1000.0,898.0,RWD,5,Coupe,28.0,1649.0,5,0,US,Premium,21561,3.72,5
Mercedes,EQG,2023,Long Range,133058.62,89.4,309.0,123.4,5.84,158.0,777.0,661.0,AWD,7,Truck,65.8,2651.0,5,1,Germany,Luxury,29039,3.99,8
Fisker,Ronin,2026,Base,89077.35,81.7,286.0,60.9,6.38,155.0,727.0,707.0,FWD,5,Coupe,33.3,1746.0,4,2,US,Premium,28442,3.61,5
Tesla,Model 3,2025,Premium,106221.52,66.8,251.0,322.1,7.55,134.0,785.0,681.0,AWD,7,Sedan,24.8,1593.0,4,2,US,Luxury,106799,3.65,5
GM/Chevrolet,Bolt EV,2024,Standard,59253.96,56.6,223.0,145.1,5.33,160.0,753.0,666.0,RWD,7,Truck,64.0,2655.0,5,2,US,Mid-range,22516,3.7,4
NIO,ET6,2025,Standard,70152.19,44.1,160.0,64.9,5.79,156.0,523.0,459.0,AWD,7,Truck,60.4,2579.0,5,0,China,Premium,21427,3.0,3
Tesla,Model X,2022,Standard,45367.75,80.8,287.0,280.7,7.63,134.0,319.0,269.0,FWD,5,Sedan,32.8,1627.0,5,2,US,Mid-range,112809,3.72,5
Tesla,Cybertruck,2026,Base,101101.42,71.8,255.0,345.4,5.47,163.0,743.0,693.0,RWD,5,Truck,58.6,2449.0,3,2,US,Luxury,118722,3.89,5
GM/Chevrolet,Silverado EV,2024,Performance,71690.64,77.9,282.0,184.2,2.81,200.0,1000.0,943.0,AWD,5,Sedan,36.0,1500.0,4,1,US,Premium,26479,3.38,3
Kia,EV6,2026,Base,65902.95,59.6,203.0,101.4,7.56,132.0,701.0,645.0,AWD,5,Sedan,19.5,1918.0,4,1,South Korea,Premium,95119,3.3,4
Mercedes,GLE EV,2024,Performance,178911.77,79.7,265.0,204.2,4.48,187.0,1000.0,924.0,AWD,5,Truck,71.7,2315.0,4,2,Germany,Luxury,68804,3.85,6
Tesla,Model Y,2025,Long Range,97027.38,108.3,372.0,265.9,5.23,170.0,708.0,592.0,RWD,5,Truck,60.6,2443.0,5,2,US,Premium,401761,4.12,4
Ford,F-150 Lightning,2025,Long Range,53281.67,84.7,295.0,89.2,5.45,173.0,587.0,498.0,FWD,4,Truck,66.6,2590.0,4,0,US,Mid-range,59310,3.42,4
Tesla,Model Y,2023,Standard,53432.36,79.6,289.0,218.5,6.41,146.0,397.0,369.0,AWD,7,Coupe,31.6,1500.0,5,2,US,Mid-range,490497,3.93,6
Tesla,Model X,2025,Long Range,92231.53,76.0,264.0,230.5,5.11,177.0,643.0,559.0,FWD,5,Van,79.3,1571.0,4,2,US,Premium,226342,3.56,5
Tesla,Model X,2024,Standard,125065.93,50.7,159.0,274.5,5.27,172.0,917.0,842.0,RWD,7,Hatchback,34.8,1620.0,4,2,US,Luxury,243623,3.24,6
Ford,F-150 Lightning,2020,Long Range,67768.09,83.3,291.0,91.9,4.58,173.0,752.0,718.0,FWD,2,Truck,54.9,2624.0,5,0,US,Premium,25258,3.54,4
BMW,i3,2026,Standard,62674.5,70.6,211.0,55.7,6.14,160.0,342.0,306.0,FWD,5,Coupe,18.0,1500.0,3,1,Germany,Mid-range,61611,3.24,6
Hyundai,Kona Electric,2023,Long Range,40702.92,77.5,277.0,76.4,4.65,183.0,398.0,317.0,AWD,5,SUV,61.4,2484.0,4,1,South Korea,Mid-range,128695,3.64,4
Volkswagen,ID. Buzz,2026,Premium,50055.73,71.2,256.0,121.7,7.42,140.0,445.0,413.0,RWD,7,Hatchback,37.1,1500.0,5,0,Germany,Mid-range,296123,3.65,3
Audi,e-tron GT,2023,Base,67690.27,64.3,232.0,90.1,6.29,158.0,335.0,307.0,RWD,5,Sedan,19.6,1806.0,4,1,Germany,Premium,63429,3.38,5
Volkswagen,ID.3,2024,Long Range,37557.87,86.2,299.0,109.8,4.74,175.0,291.0,288.0,FWD,7,Coupe,33.1,1738.0,5,0,Germany,Mid-range,247190,3.68,4
Ford,E-Transit,2024,Standard,48328.54,81.9,268.0,116.4,7.97,132.0,460.0,436.0,AWD,7,SUV,69.5,2108.0,4,0,US,Mid-range,34857,3.47,3
Volkswagen,ID. Aero,2025,Long Range,102771.71,104.2,392.0,112.5,5.33,174.0,1000.0,854.0,FWD,5,Van,77.2,2045.0,4,1,Germany,Luxury,235887,3.78,5
Volkswagen,ID. Aero,2025,Long Range,97037.17,79.8,284.0,132.3,5.42,167.0,1000.0,875.0,RWD,5,Coupe,32.1,1540.0,4,0,Germany,Premium,292071,3.47,4
Hyundai,i30,2025,Long Range,81032.96,109.2,372.0,121.6,5.8,171.0,1000.0,882.0,RWD,7,Coupe,31.9,1543.0,5,2,South Korea,Premium,132543,3.49,4
BYD,Atto 3,2024,Long Range,53347.12,78.9,277.0,62.8,4.71,182.0,623.0,633.0,AWD,7,Sedan,22.9,1500.0,5,1,China,Mid-range,234710,3.53,5
GM/Chevrolet,Silverado EV,2022,Base,39747.92,47.2,152.0,54.7,6.56,152.0,376.0,332.0,FWD,7,Van,76.5,1622.0,5,0,US,Mid-range,29407,3.09,4
Hyundai,Ioniq,2025,Standard,59265.27,76.5,288.0,123.1,5.71,166.0,648.0,577.0,AWD,5,Van,77.9,1500.0,5,0,South Korea,Mid-range,55296,3.41,4
BYD,Dolphin,2025,Long Range,24263.38,90.6,313.0,69.6,5.85,165.0,236.0,233.0,FWD,7,Coupe,35.3,1702.0,4,2,China,Budget,185360,3.79,3
Audi,Q6 e-tron,2023,Base,103373.32,48.0,165.0,87.7,6.98,147.0,784.0,695.0,AWD,5,Sedan,39.7,1652.0,4,1,Germany,Luxury,46342,3.62,5
Volkswagen,ID. Buzz,2025,Base,65624.38,83.8,327.0,93.1,5.42,166.0,665.0,569.0,FWD,5,Sedan,23.0,1849.0,5,1,Germany,Premium,228265,3.75,3
Kia,EV6,2025,Base,34297.3,40.9,150.0,108.0,6.15,156.0,241.0,200.0,AWD,7,Coupe,34.3,1500.0,4,1,South Korea,Budget,124108,3.31,4
Audi,Q6 e-tron,2023,Premium,94046.97,47.5,160.0,109.3,6.08,155.0,683.0,576.0,AWD,5,Truck,56.0,2616.0,5,2,Germany,Premium,36637,3.22,7
BMW,i5,2024,Base,85524.8,65.2,228.0,67.6,6.42,154.0,634.0,525.0,AWD,7,SUV,57.5,1949.0,5,2,Germany,Premium,61102,3.24,7
Tesla,Model 3,2025,Long Range,37324.82,100.2,350.0,328.5,5.1,169.0,239.0,219.0,RWD,5,Coupe,37.6,1636.0,3,2,US,Mid-range,182729,3.94,6
NIO,EL8,2023,Standard,65637.97,69.5,270.0,97.9,5.86,162.0,521.0,458.0,FWD,5,Hatchback,34.1,1846.0,5,0,China,Premium,24026,3.35,4
BMW,i3,2023,Premium,86679.02,53.8,171.0,60.4,7.04,146.0,639.0,621.0,AWD,5,Truck,80.0,2454.0,5,2,Germany,Premium,68670,3.23,6
BYD,Seagull,2024,Base,18386.22,53.5,197.0,93.6,5.77,169.0,150.0,200.0,FWD,7,Hatchback,18.6,1500.0,4,0,China,Budget,194535,3.33,4
Tesla,Model 3,2025,Base,39961.09,82.4,271.0,326.0,6.94,140.0,291.0,304.0,RWD,5,Hatchback,35.8,1862.0,5,2,US,Mid-range,132702,3.97,6
Ford,F-150 Lightning,2025,Standard,71166.51,63.6,211.0,145.7,5.67,168.0,779.0,697.0,FWD,2,Truck,59.3,2632.0,4,1,US,Premium,29813,3.63,3
BMW,iX,2021,Performance,122478.25,85.4,288.0,235.7,3.68,194.0,1000.0,890.0,AWD,5,Hatchback,32.7,1612.0,3,1,Germany,Luxury,61194,3.64,6
Hyundai,Kona Electric,2025,Standard,33895.78,72.7,271.0,66.4,6.62,148.0,222.0,200.0,FWD,5,Sedan,26.3,1542.0,4,2,South Korea,Budget,74203,3.74,4
Audi,e-tron GT,2026,Premium,101046.9,80.3,301.0,125.2,5.24,174.0,736.0,669.0,RWD,5,SUV,39.5,2084.0,4,1,Germany,Luxury,68624,3.78,7
Ford,Explorer EV,2023,Standard,42429.66,63.3,218.0,93.3,7.72,140.0,399.0,416.0,AWD,7,Sedan,26.7,1767.0,3,1,US,Mid-range,37998,3.47,3
Tesla,Model X,2025,Standard,81903.39,69.1,257.0,348.4,5.35,170.0,552.0,541.0,RWD,5,Sedan,20.4,1640.0,4,2,US,Premium,135577,3.78,5
BYD,Max,2026,Long Range,92693.85,89.9,310.0,124.3,5.7,159.0,1000.0,871.0,RWD,7,Truck,56.9,2517.0,5,0,China,Premium,133159,3.42,4
BYD,Atto 3,2026,Performance,110109.78,119.3,403.0,240.3,2.97,200.0,1000.0,912.0,AWD,7,Van,68.8,1500.0,4,2,China,Luxury,116675,4.19,4
GM/Chevrolet,Equinox EV,2026,Premium,81491.33,73.3,257.0,131.5,7.51,145.0,1000.0,849.0,RWD,5,SUV,65.3,2230.0,3,0,US,Premium,15310,3.75,4
Tesla,Cybertruck,2022,Base,83011.59,78.2,288.0,207.7,6.44,147.0,570.0,470.0,FWD,5,Truck,64.0,2568.0,4,2,US,Premium,132378,4.12,5
Kia,Sportage EV,2023,Premium,59926.46,66.3,219.0,99.8,6.36,162.0,687.0,676.0,RWD,7,SUV,44.7,1956.0,5,0,South Korea,Mid-range,144832,3.14,4
Ford,F-150 Lightning,2025,Premium,44324.9,61.8,198.0,133.7,7.39,139.0,367.0,300.0,AWD,2,Truck,59.1,2675.0,4,1,US,Mid-range,57644,3.48,4
Audi,e-tron,2025,Standard,114471.43,76.2,231.0,133.1,6.47,152.0,888.0,750.0,AWD,7,Van,74.2,1500.0,4,2,Germany,Luxury,21563,3.5,6
BYD,Atto 3,2026,Long Range,104593.9,89.1,296.0,104.0,5.22,172.0,1000.0,908.0,RWD,5,Van,64.3,1680.0,5,1,China,Luxury,219672,3.59,3
Ford,F-150 Lightning,2026,Premium,95704.24,84.6,300.0,52.9,5.0,176.0,1000.0,887.0,RWD,2,Truck,75.9,2262.0,5,0,US,Premium,70819,3.48,4
Tesla,Cybertruck,2024,Long Range,81331.26,87.0,324.0,305.0,5.93,160.0,588.0,584.0,AWD,5,Truck,77.7,2504.0,5,3,US,Premium,192430,3.74,6
Mercedes,GLE EV,2025,Long Range,83712.42,97.4,338.0,125.5,5.85,170.0,335.0,334.0,FWD,7,Van,67.3,1677.0,3,1,Germany,Premium,37695,3.9,5
Tesla,Model 3,2023,Standard,106795.24,45.7,163.0,310.7,5.09,178.0,739.0,638.0,RWD,5,Van,66.8,1724.0,5,3,US,Luxury,212365,3.61,5
Volkswagen,ID. Aero,2025,Long Range,92182.9,103.2,359.0,69.2,4.2,194.0,1000.0,910.0,FWD,5,Sedan,20.9,1549.0,5,0,Germany,Premium,254291,3.6,3
Ford,Explorer EV,2025,Base,31805.75,48.6,157.0,114.5,5.16,168.0,188.0,200.0,RWD,5,Truck,74.5,2587.0,4,0,US,Budget,49546,3.24,3
Tesla,Model S,2023,Premium,64307.39,44.8,171.0,301.6,6.85,147.0,475.0,444.0,RWD,7,Hatchback,22.8,1754.0,4,2,US,Mid-range,138801,3.7,5
BYD,Max,2023,Long Range,99850.08,105.9,400.0,137.0,5.55,171.0,1000.0,900.0,FWD,7,Truck,70.3,2608.0,5,0,China,Premium,207644,3.65,3
GM/Chevrolet,Blazer EV,2024,Premium,70082.06,42.6,156.0,68.7,5.71,161.0,940.0,844.0,AWD,7,Hatchback,27.2,1500.0,5,1,US,Premium,20253,3.14,3
GM/Chevrolet,Silverado EV,2024,Standard,61767.69,48.0,161.0,76.8,6.23,155.0,875.0,799.0,FWD,7,SUV,55.2,1989.0,4,0,US,Mid-range,27695,3.08,4
BMW,i4,2022,Base,87727.18,75.1,238.0,96.5,6.69,150.0,650.0,644.0,FWD,7,Van,79.9,1500.0,5,1,Germany,Premium,35030,3.42,6
GM/Chevrolet,Bolt EUV,2025,Standard,29502.2,67.8,248.0,100.0,7.13,142.0,218.0,200.0,RWD,7,Hatchback,37.7,1722.0,4,1,US,Budget,19509,3.46,3
Kia,EV6,2026,Premium,81787.56,61.8,200.0,101.7,5.15,173.0,967.0,895.0,RWD,7,Coupe,19.8,1500.0,3,0,South Korea,Premium,103637,3.28,4
BYD,Atto 3,2025,Performance,94900.11,105.2,381.0,214.4,3.93,190.0,1000.0,907.0,AWD,5,Hatchback,25.2,1500.0,5,0,China,Premium,172031,3.92,3
BYD,Max,2026,Standard,76922.71,71.2,254.0,114.7,7.54,139.0,885.0,732.0,RWD,5,Truck,72.8,2840.0,5,0,China,Premium,121433,3.41,4
Tesla,Model 3,2024,Premium,173467.44,42.9,150.0,236.8,5.49,180.0,1000.0,906.0,AWD,5,Hatchback,15.4,2086.0,4,2,US,Luxury,241741,3.75,5
Audi,Q6 e-tron,2024,Premium,105361.9,71.8,263.0,52.5,7.12,144.0,753.0,661.0,FWD,5,Coupe,39.5,1500.0,5,2,Germany,Luxury,22361,3.64,7
Kia,Picanto EV,2022,Standard,39229.86,42.7,154.0,100.5,5.09,170.0,325.0,298.0,FWD,5,Hatchback,18.0,1570.0,4,0,South Korea,Mid-range,92917,3.02,4
Volkswagen,ID.5,2022,Premium,90567.3,69.5,208.0,142.0,6.59,147.0,1000.0,914.0,AWD,5,Truck,74.0,2426.0,5,0,Germany,Premium,266134,3.28,4
Hyundai,Ioniq,2025,Performance,95402.2,91.6,321.0,184.8,4.44,187.0,1000.0,888.0,AWD,7,Coupe,25.2,1627.0,4,1,South Korea,Premium,124589,3.85,4
Toyota,bZ Compact SUV,2025,Long Range,84185.72,103.8,377.0,121.9,5.79,165.0,1000.0,868.0,FWD,5,SUV,60.4,1969.0,5,1,Japan,Premium,15914,3.93,4
Tesla,Model Y,2026,Standard,131838.33,68.9,241.0,340.8,6.65,152.0,1000.0,923.0,FWD,7,Sedan,31.8,1541.0,5,2,US,Luxury,410211,3.81,5
Kia,EV9,2024,Base,36206.52,53.7,182.0,132.1,6.92,143.0,296.0,296.0,AWD,7,SUV,60.1,2343.0,4,0,South Korea,Mid-range,96649,3.22,5
Hyundai,Ioniq 5,2026,Standard,60217.03,73.9,251.0,102.4,6.68,159.0,721.0,665.0,FWD,5,SUV,41.2,2085.0,4,0,South Korea,Mid-range,83698,3.17,5
Kia,Sportage EV,2025,Premium,76146.1,42.4,175.0,62.2,7.08,146.0,931.0,831.0,FWD,5,SUV,46.6,1980.0,4,0,South Korea,Premium,86432,3.41,5
Tesla,Model 3,2024,Premium,92300.78,48.8,173.0,313.2,7.14,146.0,654.0,617.0,RWD,7,Hatchback,32.1,1604.0,5,3,US,Premium,249410,3.51,6
Mercedes,GLE EV,2025,Premium,158316.83,76.0,241.0,96.3,5.44,164.0,1000.0,889.0,AWD,5,Van,73.7,1882.0,5,2,Germany,Luxury,22636,3.82,6
Rivian,R3,2025,Performance,109164.41,79.6,288.0,191.9,3.34,197.0,1000.0,857.0,AWD,5,Hatchback,39.1,1853.0,5,1,US,Luxury,19234,3.75,4
Kia,Niro EV,2025,Premium,108567.95,56.3,197.0,122.5,5.25,165.0,1000.0,911.0,AWD,7,Van,74.4,1655.0,4,0,South Korea,Luxury,139588,3.58,4
GM/Chevrolet,Silverado EV,2024,Base,33469.38,55.2,198.0,50.6,7.96,130.0,287.0,257.0,FWD,5,SUV,57.3,2124.0,4,0,US,Budget,2373,3.27,3
Rivian,R3,2025,Base,79068.68,62.9,236.0,98.4,7.54,146.0,668.0,618.0,RWD,5,SUV,53.7,1833.0,5,2,US,Premium,25139,3.32,4
GM/Chevrolet,Bolt EV,2023,Base,59074.75,54.5,198.0,119.9,6.02,163.0,760.0,681.0,AWD,7,Coupe,20.5,1586.0,4,0,US,Mid-range,15584,3.31,4
Tesla,Model 3,2025,Base,38136.97,76.0,284.0,200.7,7.25,142.0,219.0,232.0,FWD,7,Sedan,37.3,1674.0,5,2,US,Mid-range,113015,3.93,5
Kia,Sportage EV,2024,Premium,72898.84,65.7,244.0,77.2,5.44,172.0,843.0,702.0,AWD,5,SUV,36.9,1586.0,5,0,South Korea,Premium,78422,3.48,5
Kia,Sportage EV,2026,Base,72429.61,64.2,178.0,50.8,6.33,153.0,877.0,756.0,RWD,5,SUV,46.5,1686.0,5,0,South Korea,Premium,52716,3.0,4
Volkswagen,ID. Aero,2024,Performance,90339.09,78.1,263.0,193.1,4.36,181.0,986.0,890.0,AWD,5,SUV,50.4,2218.0,4,0,Germany,Premium,202441,3.2,3
GM/Chevrolet,Bolt EUV,2024,Standard,57794.12,67.8,255.0,120.9,7.67,135.0,696.0,587.0,FWD,7,Truck,51.0,2854.0,5,1,US,Mid-range,28957,3.15,4
NIO,EL6,2024,Long Range,99775.41,109.9,380.0,65.6,5.18,171.0,958.0,836.0,RWD,5,SUV,63.5,1845.0,4,2,China,Premium,27479,3.57,4
Rivian,R2,2026,Long Range,98562.96,97.1,316.0,50.1,5.61,160.0,1000.0,952.0,AWD,7,SUV,58.8,2158.0,3,0,US,Premium,20133,3.71,6
Volkswagen,ID. Buzz,2025,Premium,45327.13,67.8,261.0,127.3,7.88,132.0,357.0,330.0,AWD,5,Coupe,20.5,1619.0,4,0,Germany,Mid-range,299882,3.61,3
Tesla,Model Y,2023,Standard,100758.31,46.0,171.0,297.7,5.13,175.0,786.0,685.0,RWD,7,SUV,47.3,1900.0,5,2,US,Luxury,472436,3.4,4
Porsche,Macan Electric,2025,Standard,185796.61,78.1,296.0,229.0,6.69,148.0,990.0,873.0,AWD,7,Coupe,17.2,1665.0,4,0,Germany,Luxury,21608,3.85,6
Mercedes,EQG,2025,Long Range,94596.53,77.5,267.0,149.8,4.86,167.0,486.0,470.0,AWD,5,Coupe,31.6,1500.0,5,2,Germany,Premium,48573,3.82,5
Tesla,Model S,2021,Premium,108109.05,82.6,273.0,272.2,7.76,128.0,740.0,654.0,AWD,5,Van,65.7,1524.0,4,2,US,Luxury,201131,3.9,5
Rivian,R2,2025,Base,79447.62,60.5,184.0,86.2,5.83,158.0,619.0,525.0,AWD,7,Truck,67.2,2460.0,5,0,US,Premium,21177,3.42,5
Mercedes,EQC,2026,Premium,151394.73,70.8,264.0,136.9,6.41,153.0,1000.0,939.0,AWD,5,Van,60.1,1500.0,5,1,Germany,Luxury,37405,3.71,6
Hyundai,i30,2025,Standard,30172.57,82.9,283.0,111.6,7.77,137.0,187.0,200.0,FWD,5,Truck,79.5,2516.0,3,1,South Korea,Budget,76614,3.55,3
Kia,Niro EV,2024,Performance,81763.2,89.6,319.0,232.9,3.7,188.0,985.0,960.0,AWD,5,Coupe,25.0,1629.0,4,0,South Korea,Premium,93663,3.44,3
Volkswagen,ID. Buzz,2026,Long Range,42399.68,101.9,356.0,96.8,4.99,186.0,269.0,207.0,FWD,5,Hatchback,29.9,1500.0,4,0,Germany,Mid-range,252676,3.68,5
Tesla,Model X,2022,Standard,98265.87,83.7,298.0,223.7,5.16,173.0,717.0,646.0,FWD,5,Hatchback,24.2,1500.0,4,2,US,Premium,144367,3.63,5
BYD,Max,2024,Standard,70846.85,56.4,200.0,89.0,6.56,161.0,813.0,686.0,AWD,7,Van,60.4,1921.0,4,0,China,Premium,234001,3.55,4
Ford,Explorer EV,2023,Performance,78508.55,73.0,274.0,224.9,2.91,200.0,915.0,850.0,RWD,5,Van,70.1,1650.0,4,1,US,Premium,51688,3.3,3
Tesla,Cybertruck,2022,Premium,154962.64,53.2,157.0,316.3,7.79,135.0,1000.0,884.0,AWD,5,Truck,78.2,1876.0,5,2,US,Luxury,148718,3.67,6
BYD,Yuan Plus,2023,Long Range,44084.51,94.0,330.0,88.8,4.32,179.0,505.0,466.0,RWD,7,Coupe,29.7,1693.0,4,1,China,Mid-range,187463,3.67,3
Volkswagen,ID.3,2024,Long Range,47038.76,86.5,330.0,108.8,4.24,194.0,352.0,368.0,RWD,7,Truck,71.8,2639.0,5,1,Germany,Mid-range,270498,3.37,3
Hyundai,Ioniq 5,2025,Long Range,50915.71,81.0,278.0,99.3,4.13,183.0,517.0,482.0,FWD,5,Sedan,22.8,1672.0,3,1,South Korea,Mid-range,54316,3.5,5
Rivian,R1S,2022,Base,64347.55,45.6,150.0,110.6,6.54,152.0,150.0,200.0,RWD,7,SUV,46.2,2128.0,5,1,US,Mid-range,3522,3.26,5
BYD,Atto 3,2022,Base,21384.75,62.9,201.0,67.5,6.88,146.0,173.0,200.0,RWD,5,Hatchback,37.1,1781.0,5,0,China,Budget,233873,3.28,3
BYD,Atto 3,2025,Long Range,99107.52,98.9,347.0,107.3,4.56,177.0,1000.0,894.0,FWD,7,Hatchback,27.1,1842.0,5,1,China,Premium,190865,3.32,3
GM/Chevrolet,Bolt EV,2025,Base,60512.96,58.6,258.0,69.4,7.07,146.0,780.0,691.0,AWD,7,Hatchback,24.1,1720.0,5,0,US,Mid-range,12934,3.42,5
